snum,roi,isSideLeft,roiNum
62,ctx-lh-inferiortemporal_1,1,1048
63,ctx-lh-inferiortemporal_2,1,1049
64,ctx-lh-middletemporal_1,1,1050
65,ctx-lh-middletemporal_2,1,1051
66,ctx-lh-bankssts_1,1,1052
67,ctx-lh-superiortemporal_1,1,1053
68,ctx-lh-superiortemporal_2,1,1054
69,ctx-lh-transversetemporal_1,1,1055
70,ctx-lh-insula_1,1,1056
71,ctx-lh-insula_2,1,1057
72,ctx-rh-lateralorbitofrontal_1,0,2001
73,ctx-rh-lateralorbitofrontal_2,0,2002
74,ctx-rh-parsorbitalis_1,0,2003
75,ctx-rh-frontalpole_1,0,2004
76,ctx-rh-medialorbitofrontal_1,0,2005
77,ctx-rh-medialorbitofrontal_2,0,2006
78,ctx-rh-parstriangularis_1,0,2007
79,ctx-rh-parsopercularis_1,0,2008
80,ctx-rh-rostralmiddlefrontal_1,0,2009
81,ctx-rh-rostralmiddlefrontal_2,0,2010
82,ctx-rh-superiorfrontal_1,0,2011
83,ctx-rh-superiorfrontal_2,0,2012
84,ctx-rh-superiorfrontal_3,0,2013
85,ctx-rh-superiorfrontal_4,0,2014
86,ctx-rh-caudalmiddlefrontal_1,0,2015
87,ctx-rh-precentral_1,0,2016
88,ctx-rh-precentral_2,0,2017
89,ctx-rh-precentral_3,0,2018
90,ctx-rh-paracentral_1,0,2019
91,ctx-rh-rostralanteriorcingulate_1,0,2020
92,ctx-rh-caudalanteriorcingulate_1,0,2021
93,ctx-rh-posteriorcingulate_1,0,2022
94,ctx-rh-isthmuscingulate_1,0,2023
95,ctx-rh-postcentral_1,0,2024
96,ctx-rh-postcentral_2,0,2025
97,ctx-rh-supramarginal_1,0,2026
98,ctx-rh-supramarginal_2,0,2027
99,ctx-rh-superiorparietal_1,0,2028
100,ctx-rh-superiorparietal_2,0,2029
101,ctx-rh-superiorparietal_3,0,2030
102,ctx-rh-inferiorparietal_1,0,2031
103,ctx-rh-inferiorparietal_2,0,2032
104,ctx-rh-inferiorparietal_3,0,2033
105,ctx-rh-precuneus_1,0,2034
106,ctx-rh-precuneus_2,0,2035
107,ctx-rh-cuneus_1,0,2036
108,ctx-rh-pericalcarine_1,0,2037
109,ctx-rh-lateraloccipital_1,0,2038
110,ctx-rh-lateraloccipital_2,0,2039
111,ctx-rh-lateraloccipital_3,0,2040
112,ctx-rh-lingual_1,0,2041
113,ctx-rh-lingual_2,0,2042
114,ctx-rh-fusiform_1,0,2043
115,ctx-rh-fusiform_2,0,2044
116,ctx-rh-parahippocampal_1,0,2045
117,ctx-rh-entorhinal_1,0,2046
118,ctx-rh-temporalpole_1,0,2047
119,ctx-rh-inferiortemporal_1,0,2048
120,ctx-rh-inferiortemporal_2,0,2049
121,ctx-rh-middletemporal_1,0,2050
122,ctx-rh-middletemporal_2,0,2051
123,ctx-rh-bankssts_1,0,2052
124,ctx-rh-superiortemporal_1,0,2053
125,ctx-rh-superiortemporal_2,0,2054
126,ctx-rh-transversetemporal_1,0,2055
127,ctx-rh-insula_1,0,2056
128,ctx-rh-insula_2,0,2057
